 written on 12Oct2022 at 13:06:51 , onsiteshift=0.1502, symmetrized
6
49
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1
   1   1   1   1
2 2 0 2 4 -0.00015975 0
2 2 0 2 5 -0.00079 0
2 2 0 3 3 -0.005211 0
2 2 0 3 6 0.00113625 0
2 2 0 4 1 6.775e-05 0
2 2 0 4 2 0.00012125 0
2 2 0 4 4 2e-06 0
2 2 0 4 5 -3.7e-05 0
2 2 0 5 1 0.00015975 0
2 2 0 5 2 -0.00079 0
2 2 0 5 4 -3.7e-05 0
2 2 0 5 5 -0.001747 0
2 2 0 6 3 0.00113625 0
2 2 0 6 6 -0.005211 0
2 3 0 1 1 -1.6e-05 0
2 3 0 1 2 4.475e-05 0
2 3 0 1 4 4.7e-05 0
2 3 0 1 5 1.2e-05 0
2 3 0 2 1 4.475e-05 0
2 3 0 2 2 -0.000206 0
2 3 0 2 4 -1.2e-05 0
2 3 0 2 5 -0.000242 0
2 3 0 3 3 -0.003583 0
2 3 0 3 6 0.001881 0
2 3 0 4 4 -1.1e-05 0
2 3 0 4 5 2.4e-05 0
2 3 0 5 4 2.4e-05 0
2 3 0 5 5 -0.000199 0
2 3 0 6 6 -0.004073 0
3 -3 0 1 1 7.4e-05 0
3 -3 0 1 2 -5e-06 0
3 -3 0 2 1 -5e-06 0
3 -3 0 2 2 9.7e-05 0
3 -3 0 3 3 -0.003167 0
3 -3 0 4 1 -0.000242 0
3 -3 0 4 2 -1.2e-05 0
3 -3 0 4 4 7.4e-05 0
3 -3 0 4 5 5e-06 0
3 -3 0 5 1 1.2e-05 0
3 -3 0 5 2 4.7e-05 0
3 -3 0 5 4 5e-06 0
3 -3 0 5 5 9.7e-05 0
3 -3 0 6 3 0.001881 0
3 -3 0 6 6 -0.003167 0
3 -2 0 1 1 -0.000206 0
3 -2 0 1 2 -4.475e-05 0
3 -2 0 2 1 -4.475e-05 0
3 -2 0 2 2 -1.6e-05 0
3 -2 0 3 3 -0.003583 0
3 -2 0 4 1 -0.00079 0
3 -2 0 4 2 -0.00015975 0
3 -2 0 4 4 -0.000199 0
3 -2 0 4 5 -2.4e-05 0
3 -2 0 5 1 -0.00012125 0
3 -2 0 5 2 6.775e-05 0
3 -2 0 5 4 -2.4e-05 0
3 -2 0 5 5 -1.1e-05 0
3 -2 0 6 3 0.00113625 0
3 -2 0 6 6 -0.004073 0
3 -1 0 1 1 -9e-06 0
3 -1 0 1 2 -0.00010775 0
3 -1 0 2 1 -0.00010775 0
3 -1 0 2 2 -2.7e-05 0
3 -1 0 3 3 -0.005193 0
3 -1 0 4 1 0.0005075 0
3 -1 0 4 2 0.0003225 0
3 -1 0 4 4 1.1e-05 0
3 -1 0 4 5 -0.000113 0
3 -1 0 5 1 0.0002615 0
3 -1 0 5 2 -0.000179 0
3 -1 0 5 4 -0.000113 0
3 -1 0 5 5 -2e-05 0
3 -1 0 6 3 -0.00160975 0
3 -1 0 6 6 -0.005383 0
3 0 0 1 1 -9e-06 0
3 0 0 1 2 0.00016325 0
3 0 0 2 1 0.00016325 0
3 0 0 2 2 6e-06 0
3 0 0 3 3 -0.006705 0
3 0 0 4 1 -0.000179 0
3 0 0 4 2 0.0003225 0
3 0 0 4 4 6e-06 0
3 0 0 4 5 0.00016325 0
3 0 0 5 1 0.0002615 0
3 0 0 5 2 0.0005075 0
3 0 0 5 4 0.00016325 0
3 0 0 5 5 -9e-06 0
3 0 0 6 3 -0.00160975 0
3 0 0 6 6 -0.006705 0
3 1 0 1 1 -2e-05 0
3 1 0 1 2 -0.000113 0
3 1 0 2 1 -0.000113 0
3 1 0 2 2 1.1e-05 0
3 1 0 3 3 -0.005383 0
3 1 0 4 1 6.775e-05 0
3 1 0 4 2 -0.00015975 0
3 1 0 4 4 -2.7e-05 0
3 1 0 4 5 -0.00010775 0
3 1 0 5 1 -0.00012125 0
3 1 0 5 2 -0.00079 0
3 1 0 5 4 -0.00010775 0
3 1 0 5 5 -9e-06 0
3 1 0 6 3 0.00113625 0
3 1 0 6 6 -0.005193 0
3 2 0 1 1 -1.1e-05 0
3 2 0 1 2 -2.4e-05 0
3 2 0 2 1 -2.4e-05 0
3 2 0 2 2 -0.000199 0
3 2 0 3 3 -0.004073 0
3 2 0 4 1 4.7e-05 0
3 2 0 4 2 -1.2e-05 0
3 2 0 4 4 -1.6e-05 0
3 2 0 4 5 -4.475e-05 0
3 2 0 5 1 1.2e-05 0
3 2 0 5 2 -0.000242 0
3 2 0 5 4 -4.475e-05 0
3 2 0 5 5 -0.0002065 0
3 2 0 6 3 0.001881 0
3 2 0 6 6 -0.003583 0
3 3 0 1 1 9.7e-05 0
3 3 0 1 2 5e-06 0
3 3 0 2 1 5e-06 0
3 3 0 2 2 7.4e-05 0
3 3 0 3 3 -0.003167 0
3 3 0 4 4 9.7e-05 0
3 3 0 4 5 -5e-06 0
3 3 0 5 4 -5e-06 0
3 3 0 5 5 7.4e-05 0
3 3 0 6 6 -0.003167 0
